ObjectiveValue	k1	k2	k3
59.6339	0.501643	0.488839	0.0659612
59.2578	0.490194	0.482062	0.0595909
59.2381	0.474513	0.480099	0.0590265
59.2272	0.467164	0.472242	0.0574788
59.2245	0.479688	0.477844	0.0581001
59.2227	0.479486	0.476937	0.057858
59.2219	0.473314	0.472122	0.0567675
59.2169	0.47885	0.474326	0.0589519
59.2104	0.477554	0.472554	0.0582622
59.2094	0.47664	0.473176	0.0577792
59.2094	0.477842	0.473191	0.0579651
59.2087	0.476525	0.472495	0.0577659
59.2084	0.476002	0.472284	0.0578928
59.2083	0.475846	0.472003	0.057808
59.2083	0.47584	0.472031	0.0578097
59.2083	0.475631	0.471984	0.0578181
59.2083	0.475574	0.472004	0.0578213
59.2083	0.475586	0.471954	0.0578137
59.2083	0.475514	0.471944	0.0578088
59.2083	0.475525	0.471947	0.0578111
59.2083	0.475526	0.471947	0.0578111
5929.31	10	0.0001	10
4246.35	0.226624	0.00636656	0.287311
3007.62	1.15105	0.0109465	0.000682353
515.488	0.00684326	0.000133751	0.0393089
253.941	0.011175	0.107955	0.00516388
186.016	0.991409	0.941595	0.000212314
185.589	6.88437	2.51199	0.156337
93.9334	0.488355	0.785884	0.0516909
73.209	0.283856	0.348562	0.0558344
67.6464	0.482285	0.518625	0.100037
64.7134	0.356893	0.48814	0.0524843
62.6579	0.377279	0.486101	0.0553999
61.1818	0.380978	0.450115	0.0535946
60.4943	0.43279	0.49822	0.0573287
59.341	0.457825	0.453727	0.0558049
59.2411	0.470125	0.462262	0.0565112
59.2358	0.47494	0.466443	0.0556628
59.2309	0.466337	0.46552	0.0563045
59.2204	0.469155	0.472834	0.0583336
59.2168	0.476122	0.469824	0.0566745
59.2128	0.471782	0.469539	0.0570688
59.2112	0.475228	0.469702	0.0571338
59.211	0.473344	0.471273	0.0581316
59.2101	0.472967	0.472098	0.0580012
59.21	0.472722	0.47069	0.0574906
59.2095	0.473963	0.47038	0.057711
59.209	0.475022	0.470862	0.0574534
59.2087	0.475461	0.471211	0.0577977
59.2086	0.474751	0.471324	0.0577934
59.2086	0.4755	0.471309	0.0576222
59.2085	0.474827	0.471237	0.0577086
59.2084	0.475617	0.471906	0.0578683
59.2084	0.475387	0.472004	0.0577617
59.2084	0.475786	0.471974	0.0578657
59.2083	0.475669	0.471968	0.0578041
59.2083	0.47545	0.471886	0.0578089
59.2083	0.475457	0.471942	0.0578153
59.2083	0.475498	0.471896	0.0577991
59.2083	0.4755	0.471931	0.0578149
59.2083	0.475492	0.471923	0.057805
59.2083	0.475538	0.471947	0.057813
59.2083	0.475493	0.471924	0.0578085
59.2083	0.47549	0.471917	0.0577997
59.2083	0.475525	0.471945	0.0578113
59.2083	0.47552	0.471948	0.0578112
59.2083	0.475527	0.471948	0.0578103
5929.31	10	0.0001	10
230.169	0.21918	1.47115	0.000181948
180.059	1.19004	0.783936	0.0034967
120.126	0.513784	1.01596	0.0573204
117.132	3.13799	2.06357	0.492111
84.8768	0.359185	0.270331	0.0197643
77.6995	0.246782	0.457731	0.0593363
64.6073	0.398962	0.360125	0.0411377
63.5469	0.347899	0.433692	0.061002
62.6585	0.439142	0.395266	0.0374104
61.3406	0.512956	0.473979	0.0451316
59.8737	0.477476	0.446155	0.0480694
59.7066	0.478049	0.44007	0.0515117
59.5841	0.445199	0.483842	0.0598585
59.49	0.46687	0.444962	0.0525279
59.3929	0.488669	0.482043	0.0557026
59.3696	0.477675	0.471077	0.0616164
59.2675	0.463275	0.47654	0.0589692
59.2277	0.469466	0.46729	0.0561039
59.2222	0.475996	0.473118	0.0591568
59.2088	0.475517	0.471874	0.0575755
59.2088	0.476969	0.4722	0.0577736
59.2084	0.475483	0.47171	0.0577351
59.2084	0.475173	0.471963	0.0578056
59.2084	0.475365	0.471737	0.0578105
59.2084	0.475401	0.471812	0.0578327
59.2083	0.475752	0.471949	0.0577995
59.2083	0.475517	0.471907	0.0577849
59.2083	0.475527	0.471943	0.0577896
59.2083	0.47553	0.47196	0.0578091
59.2083	0.475519	0.471941	0.0578111
59.2083	0.475534	0.471952	0.0578113
59.2083	0.475524	0.471942	0.0578113
59.2083	0.475536	0.471939	0.0578113
59.2083	0.475522	0.471945	0.0578109
59.2083	0.475538	0.471963	0.057811
5929.31	10	0.0001	10
235.63	0.336838	0.131059	0.00174338
221.276	0.0213636	0.114004	0.0398669
205.364	1.09267	0.247696	0.00269097
174.72	0.0610846	0.211749	0.0001
168.717	0.618114	5.44196	5.09248
147.384	0.0854794	0.237679	0.00549787
133.075	1.66005	6.30248	2.67761
122.516	0.724744	1.4068	0.575217
63.2334	0.471339	0.388781	0.0492641
61.5442	0.479505	0.470181	0.043209
60.8844	0.456447	0.530827	0.0647898
59.3895	0.447118	0.454746	0.0543599
59.2996	0.454166	0.468285	0.0577617
59.2117	0.472534	0.472859	0.0578477
59.209	0.476236	0.471175	0.0575477
59.2089	0.4752	0.472451	0.0580963
59.2087	0.475872	0.471624	0.0575794
59.2086	0.475256	0.47259	0.0580147
59.2084	0.47607	0.472278	0.057928
59.2084	0.476005	0.471943	0.0578092
59.2083	0.475584	0.471754	0.0577768
59.2083	0.47548	0.471975	0.0578314
59.2083	0.475487	0.471938	0.0577955
59.2083	0.47544	0.471912	0.0577997
59.2083	0.475473	0.471938	0.0578068
59.2083	0.475525	0.471959	0.05782
59.2083	0.475479	0.471924	0.057805
59.2083	0.475489	0.471938	0.0578084
59.2083	0.475512	0.471948	0.0578115
59.2083	0.475534	0.471942	0.0578125
59.2083	0.475533	0.471941	0.0578122
59.2083	0.475541	0.471943	0.0578115
59.2083	0.475539	0.471942	0.0578123
59.2083	0.475537	0.471945	0.057811
5929.31	10	0.0001	10
1425.04	0.0331344	0.00508674	0.00559405
304.159	0.0159866	0.931642	0.62483
302.809	0.00258314	0.00315173	5.3969
271.766	0.0805154	2.60484	8.15833
203.532	0.0892339	0.996449	0.367198
121.175	0.921303	1.33965	0.463075
112.226	5.08157	1.50917	0.255531
111.377	1.11676	1.45741	0.390234
109.637	0.908158	1.44279	0.408707
108.42	1.21838	1.60935	0.302905
108.298	0.900031	1.60958	0.403759
107.411	1.18148	1.41977	0.32297
106.942	1.1584	1.53823	0.31916
106.15	1.16854	1.46276	0.290929
106.047	1.0721	1.50345	0.321689
103.364	0.777045	1.38321	0.257036
86.6218	0.568341	0.956041	0.152389
64.4733	0.624135	0.588582	0.0694943
59.6305	0.507607	0.500381	0.0661298
59.5864	0.499646	0.454479	0.0541999
59.5823	0.500042	0.458472	0.0527572
59.5777	0.481734	0.505012	0.0639434
59.3284	0.479787	0.456918	0.0551805
59.2839	0.495725	0.47709	0.0579005
59.2142	0.47746	0.475801	0.0587658
59.2138	0.478915	0.470203	0.0574091
59.2105	0.477142	0.470483	0.0575839
59.2087	0.476409	0.471444	0.0577553
59.2087	0.476076	0.472398	0.0577098
59.2083	0.475318	0.471926	0.0578081
59.2083	0.475385	0.471907	0.0577939
59.2083	0.475413	0.471956	0.0577975
59.2083	0.475525	0.471916	0.0578129
59.2083	0.475496	0.471911	0.0578073
59.2083	0.475496	0.471911	0.0578039
59.2083	0.475503	0.471959	0.057816
59.2083	0.475501	0.471933	0.0578075
59.2083	0.47553	0.471935	0.0578072
59.2083	0.475515	0.471934	0.0578085
59.2083	0.475531	0.471946	0.0578116
59.2083	0.475432	0.471928	0.0578074
59.2083	0.475522	0.471943	0.0578106
59.2083	0.475528	0.471949	0.0578103
5929.31	10	0.0001	10
336.145	0.000136478	0.00417725	0.000549895
252.151	5.45245	0.407482	0.00484292
188.184	0.611967	0.185888	0.0156691
161.944	0.14069	1.04471	1.37501
136.19	0.174379	0.668724	0.0427468
119.584	0.281692	0.493117	0.0001
82.7781	0.318854	0.554378	0.0365507
76.3037	0.338363	0.627504	0.0831587
66.2169	0.389874	0.562233	0.0863879
63.2006	0.476192	0.459407	0.0757689
60.4695	0.422387	0.495135	0.0637547
59.9361	0.450135	0.501862	0.0612757
59.2788	0.484786	0.472616	0.0601213
59.2322	0.475524	0.476323	0.0598373
59.2222	0.478195	0.467356	0.0569318
59.2128	0.479561	0.47191	0.0574919
59.2095	0.476867	0.473449	0.0578536
59.2088	0.476657	0.472298	0.0577145
59.2088	0.47642	0.472692	0.0580786
59.2086	0.476004	0.472515	0.0577852
59.2086	0.475689	0.471247	0.0577026
59.2084	0.476092	0.472245	0.0579305
59.2084	0.475419	0.471514	0.0577375
59.2083	0.475804	0.471995	0.0578183
59.2083	0.475499	0.471909	0.0577855
59.2083	0.475458	0.47189	0.0578
59.2083	0.475458	0.471897	0.0578054
59.2083	0.475478	0.471911	0.0578091
59.2083	0.475527	0.47196	0.0578113
59.2083	0.475529	0.471936	0.0578093
59.2083	0.475532	0.471948	0.057811
5929.31	10	0.0001	10
1712.56	0.0256384	0.000360911	0.00405941
334.113	0.00154966	0.392374	0.0300825
134.747	1.29657	0.557706	0.0241827
125.455	2.71065	4.193	1.10257
77.9211	0.396199	0.553711	0.0325743
67.7308	0.490492	0.401407	0.0283229
66.2526	0.391229	0.346824	0.0362532
61.4709	0.450495	0.410006	0.0407626
59.9747	0.434454	0.429788	0.048519
59.4822	0.463251	0.45482	0.0589901
59.4468	0.440367	0.456747	0.0551607
59.3621	0.463764	0.454155	0.0568984
59.2375	0.465958	0.471127	0.0587634
59.2369	0.463044	0.468418	0.0572999
59.2309	0.464584	0.46826	0.0575523
59.221	0.468291	0.470808	0.0581776
59.2162	0.474856	0.470053	0.0582935
59.2122	0.471831	0.469891	0.0571595
59.2103	0.475023	0.470303	0.0578451
59.2103	0.475288	0.47088	0.0580163
59.2093	0.476885	0.471172	0.057704
59.2089	0.474443	0.470741	0.0577035
59.2087	0.474399	0.47098	0.0576859
59.2086	0.474613	0.47118	0.0576654
59.2084	0.475362	0.471742	0.0577414
59.2083	0.475563	0.471877	0.0577747
59.2083	0.475516	0.471874	0.0577958
59.2083	0.475531	0.471946	0.0578136
59.2083	0.475509	0.47197	0.0578117
59.2083	0.475534	0.471937	0.0578083
5929.31	10	0.0001	10
4719.95	1.1259	0.017504	0.241311
341.498	0.00013845	0.572608	0.00463352
336.83	0.00498403	2.27219	0.0022887
317.811	0.0191304	1.80293	0.127633
206.639	0.0737133	0.933016	3.52375
159.975	0.170036	0.680873	2.71962
159.134	0.0877109	0.403039	0.283929
152.255	0.391676	1.54213	0.138017
140.012	0.114882	0.207001	0.0001
126.804	0.14612	0.29522	0.0001
107.426	0.255133	0.31092	0.0001
103.229	0.257026	0.519325	0.169552
97.052	0.241143	0.436278	0.014144
83.3529	0.234508	0.457598	0.0412875
76.5771	0.234003	0.323073	0.0353355
74.8045	0.255204	0.4407	0.0580351
74.6613	0.251598	0.368314	0.0316764
73.8914	0.253767	0.419628	0.0528397
72.9078	0.252741	0.37465	0.0485966
72.8596	0.256428	0.401471	0.0444897
71.8753	0.25998	0.37185	0.0385914
71.7929	0.258914	0.371483	0.0409335
68.7677	0.295998	0.349014	0.0340677
61.1336	0.413626	0.42003	0.0574783
60.308	0.524278	0.447132	0.0530006
59.4768	0.464355	0.445927	0.0549039
59.3154	0.46307	0.470123	0.0603762
59.2642	0.471082	0.467309	0.0549294
59.2181	0.475965	0.468847	0.0565607
59.214	0.469997	0.469458	0.0574219
59.2128	0.470996	0.46988	0.0572553
59.2121	0.470975	0.470574	0.0576693
59.2102	0.475009	0.470044	0.0572505
59.2093	0.474002	0.470582	0.057445
59.2087	0.474965	0.471088	0.0577968
59.2084	0.475274	0.471543	0.0577593
59.2084	0.475631	0.471739	0.0578055
59.2083	0.475453	0.47173	0.0577811
59.2083	0.475518	0.471974	0.0578053
59.2083	0.475522	0.472026	0.0578325
59.2083	0.475533	0.471982	0.0578249
59.2083	0.475533	0.471948	0.0578123
59.2083	0.475523	0.471948	0.0578125
5929.31	10	0.0001	10
341.28	0.00101891	3.50401	0.0416421
339.79	0.00301452	3.39748	0.0218715
256.07	0.928437	2.51927	0.00167044
214.706	0.0836489	0.67538	0.00536281
160.571	0.138313	0.161544	0.0334664
138.525	0.0900737	0.282062	0.0181158
97.9092	1.15932	0.591993	0.0638917
78.2959	0.584872	0.758181	0.158102
62.2296	0.471777	0.404714	0.0541216
59.9694	0.459301	0.45735	0.0477932
59.3157	0.458043	0.467023	0.0593681
59.2357	0.467636	0.465731	0.057832
59.2209	0.473965	0.472388	0.0589754
59.2139	0.475151	0.473573	0.0574441
59.2122	0.480123	0.472974	0.0579131
59.2086	0.474977	0.472436	0.0579737
59.2086	0.475918	0.471495	0.0576383
59.2085	0.475557	0.471782	0.0578959
59.2084	0.475665	0.47216	0.0579304
59.2084	0.475716	0.471672	0.057811
59.2084	0.475542	0.471803	0.0577431
59.2083	0.475356	0.471912	0.0578188
59.2083	0.475411	0.471859	0.0578107
59.2083	0.475531	0.471987	0.0578036
59.2083	0.475514	0.471912	0.0578057
59.2083	0.475512	0.471933	0.0578065
59.2083	0.475553	0.471958	0.057818
59.2083	0.47554	0.471946	0.0578126
59.2083	0.47553	0.471946	0.0578116
5929.31	10	0.0001	10
340.531	0.000812378	1.34588	1.5342
331.53	0.000292323	0.0100698	0.000861636
141.758	0.281536	0.189358	0.000402505
96.4136	0.816193	0.647251	0.158746
85.4627	0.777823	0.806933	0.169711
69.9166	0.504609	0.350223	0.0356771
65.7058	0.509873	0.611666	0.0662729
60.9267	0.5252	0.537356	0.0768358
59.5531	0.48762	0.50299	0.0653226
59.3486	0.499178	0.489836	0.0602147
59.347	0.503193	0.478168	0.059277
59.3109	0.4982	0.485076	0.0598516
59.2781	0.495164	0.477387	0.0580892
59.2708	0.487473	0.485202	0.0594678
59.2291	0.480764	0.469496	0.0582525
59.2085	0.476285	0.472487	0.0579627
59.2084	0.475114	0.471674	0.0576804
59.2084	0.476195	0.472345	0.0578253
59.2084	0.475491	0.471567	0.0577821
59.2084	0.475657	0.471678	0.0577582
59.2083	0.475511	0.471939	0.0578084
59.2083	0.475528	0.471946	0.0578112
59.2083	0.475528	0.47194	0.0578112
5929.31	10	0.0001	10
2521.5	1.49696	0.0161226	0.000415079
338.378	0.000465289	0.223437	0.000460709
328.864	0.000381707	0.0111429	1.50341
279.372	0.250569	9.15258	7.52925
257.37	0.105755	0.0931315	0.000579224
101.054	0.564675	0.509611	0.00803918
81.329	0.928227	0.551185	0.0598431
70.4895	0.645383	0.690547	0.0834101
64.0818	0.641306	0.572148	0.0777312
62.72	0.496365	0.417372	0.0383135
59.5804	0.511735	0.47442	0.061281
59.3145	0.496816	0.482697	0.0580088
59.2969	0.483516	0.46391	0.0580153
59.2773	0.465869	0.477925	0.0576189
59.2472	0.488666	0.476434	0.0575526
59.2413	0.487924	0.473555	0.0585606
59.2395	0.477875	0.469252	0.0557833
59.233	0.485012	0.473911	0.058959
59.2153	0.478547	0.476555	0.0586569
59.21	0.476986	0.474052	0.0582863
59.2094	0.475343	0.473458	0.0581229
59.2089	0.476414	0.473106	0.0581263
59.2084	0.476055	0.472535	0.0579144
59.2084	0.475539	0.472117	0.0578938
59.2083	0.47556	0.47197	0.0578385
59.2083	0.47558	0.47203	0.0578353
59.2083	0.475581	0.472023	0.0578338
59.2083	0.475527	0.471945	0.0578082
59.2083	0.475529	0.471955	0.0578162
59.2083	0.475528	0.471962	0.0578174
59.2083	0.475528	0.471952	0.0578114
5929.31	10	0.0001	10
335.191	0.00416586	1.49653	0.158884
329.241	0.000280128	0.000142646	0.337045
324.883	0.0110807	1.58099	1.52835
132.451	0.287843	0.903902	0.0488406
92.8051	0.175309	0.350582	0.0301958
78.3146	0.364609	0.51014	0.119325
77.6658	0.304511	0.313831	0.0515914
69.1493	0.33429	0.347608	0.0270276
64.1324	0.458835	0.409405	0.0332663
60.7664	0.399862	0.46439	0.0622841
60.3722	0.432864	0.436698	0.0596777
60.0536	0.473795	0.508348	0.0706492
59.8406	0.486433	0.516566	0.0657632
59.5101	0.441463	0.469451	0.0555945
59.4672	0.483284	0.452862	0.0564526
59.3805	0.46873	0.480378	0.0628494
59.337	0.474989	0.484118	0.062601
59.2869	0.492045	0.486092	0.0603014
59.2342	0.472221	0.473888	0.0567766
59.2103	0.477415	0.474125	0.0579982
59.2096	0.476994	0.473559	0.0582579
59.2094	0.477424	0.473319	0.0578792
59.2094	0.477785	0.472198	0.0577943
59.2093	0.477531	0.473234	0.0578987
59.2091	0.477427	0.473066	0.0579786
59.2091	0.477461	0.472833	0.0578823
59.209	0.476547	0.473015	0.0578106
59.209	0.477439	0.472711	0.0578774
59.2087	0.476285	0.472886	0.0579023
59.2086	0.475021	0.472445	0.0579168
59.2085	0.475577	0.472642	0.057881
59.2085	0.475426	0.472133	0.0579698
59.2085	0.476335	0.47195	0.0578297
59.2083	0.475757	0.472073	0.0578489
59.2083	0.475659	0.472008	0.0578187
59.2083	0.47558	0.471903	0.0578084
59.2083	0.475577	0.471994	0.0578114
59.2083	0.475527	0.471971	0.0578091
59.2083	0.475537	0.471948	0.0578075
59.2083	0.47554	0.471954	0.0578116
59.2083	0.475532	0.471943	0.0578096
59.2083	0.475529	0.471943	0.0578103
59.2083	0.475526	0.471946	0.0578107
59.2083	0.475524	0.471946	0.0578111
59.2083	0.475528	0.471946	0.0578115
59.2083	0.475527	0.471944	0.0578106
59.2083	0.475525	0.471946	0.0578109
59.2083	0.475526	0.471945	0.057811
59.2083	0.475525	0.471945	0.0578109
59.2083	0.475529	0.471995	0.0578104
59.2083	0.475527	0.471947	0.0578112
59.2083	0.475526	0.471948	0.0578108
59.2083	0.475527	0.471953	0.0578106
5929.31	10	0.0001	10
319.284	0.000678641	0.00882778	0.269462
267.27	0.00653851	0.0321477	0.00576382
224.904	0.0260359	0.113174	0.108104
200.551	0.701144	1.45619	1.67101
84.6182	0.980965	0.68226	0.0952934
76.2523	0.511191	0.78614	0.1209
70.5172	0.565896	0.671573	0.0697008
63.4436	0.543639	0.535228	0.0883947
59.8861	0.441389	0.44111	0.0479582
59.5628	0.457252	0.485993	0.0567634
59.4888	0.460418	0.490144	0.0627781
59.4236	0.463744	0.483773	0.0630888
59.2848	0.487869	0.480524	0.0612278
59.255	0.472069	0.47844	0.0604214
59.2235	0.474815	0.475147	0.0593795
59.2147	0.479582	0.470448	0.0574424
59.2091	0.474966	0.472109	0.0580928
59.2087	0.476814	0.472552	0.0580062
59.2087	0.476709	0.472728	0.0579929
59.2086	0.474692	0.472059	0.0577319
59.2085	0.475109	0.471815	0.0579267
59.2085	0.476217	0.472484	0.0579873
59.2085	0.476067	0.472438	0.0579672
59.2084	0.475153	0.471811	0.0578018
59.2084	0.475354	0.47209	0.0578534
59.2083	0.475388	0.471784	0.0578172
59.2083	0.47541	0.471863	0.0577675
59.2083	0.475527	0.471858	0.0578174
59.2083	0.475631	0.471988	0.057806
59.2083	0.475559	0.471903	0.057805
59.2083	0.475616	0.471982	0.057821
59.2083	0.475605	0.471942	0.0578136
59.2083	0.47548	0.471924	0.0578131
59.2083	0.475537	0.471934	0.0578068
59.2083	0.475516	0.471957	0.0578083
59.2083	0.475511	0.47196	0.0578103
59.2083	0.475523	0.471951	0.0578131
59.2083	0.475533	0.471949	0.0578114
59.2083	0.475531	0.471946	0.0578106
59.2083	0.475524	0.471945	0.0578103
59.2083	0.475529	0.471944	0.0578103
59.2083	0.475529	0.471947	0.0578097
59.2083	0.475519	0.471944	0.057811
59.2083	0.475524	0.471944	0.0578112
59.2083	0.475524	0.471944	0.0578108
59.2083	0.475529	0.471945	0.0578088
59.2083	0.475529	0.471945	0.0578106
59.2083	0.475529	0.471947	0.0578111
5929.31	10	0.0001	10
321.991	0.003037	0.000500311	0.0204295
298.089	0.00180846	0.0117875	0.0223099
181.606	0.665071	1.09642	0.000439326
173.291	2.30166	0.948728	0.0505326
105.607	0.349386	0.994712	0.17746
61.3022	0.577315	0.48065	0.0533034
59.8537	0.486348	0.438574	0.0516208
59.2327	0.482017	0.480106	0.0596423
59.2098	0.477087	0.471437	0.0574699
59.2091	0.476916	0.473299	0.0581149
59.2088	0.47625	0.472752	0.0580881
59.2087	0.476033	0.472737	0.0580501
59.2085	0.475409	0.472374	0.057981
59.2085	0.475457	0.471625	0.0576457
59.2084	0.475059	0.471839	0.0577146
59.2084	0.475592	0.471738	0.0578502
59.2083	0.475534	0.472061	0.0578602
59.2083	0.475413	0.471853	0.0577745
59.2083	0.475561	0.472029	0.0578291
59.2083	0.475517	0.47198	0.0578033
59.2083	0.475559	0.471966	0.0578147
59.2083	0.475548	0.471963	0.0578113
59.2083	0.47551	0.471945	0.057811
59.2083	0.475529	0.471951	0.0578105
59.2083	0.475527	0.471947	0.0578113
59.2083	0.47552	0.47195	0.0578117
59.2083	0.475527	0.471946	0.0578113
59.2083	0.475527	0.471946	0.0578111
5929.31	10	0.0001	10
363.233	0.00468699	0.00204014	0.0460099
205.226	0.0585031	0.39149	0.00038503
146.516	1.05418	0.640237	0.00878839
124.875	0.344469	0.717363	0.341351
110.143	1.23879	1.83326	0.389066
106.139	0.96977	1.28829	0.3283
88.0686	0.494741	0.57721	0.15592
60.7109	0.480068	0.485329	0.0482879
60.3225	0.537314	0.528252	0.0662643
59.6425	0.49452	0.509491	0.0651443
59.2853	0.471333	0.460352	0.0575101
59.2148	0.472888	0.470501	0.0582929
59.2142	0.473977	0.470666	0.0583198
59.2126	0.473183	0.46877	0.0570005
59.2115	0.473623	0.473144	0.0583687
59.2103	0.472827	0.470135	0.057704
59.2091	0.477263	0.473224	0.0579469
59.2086	0.475018	0.471213	0.0576071
59.2085	0.474705	0.471836	0.0577418
59.2084	0.475415	0.472085	0.057921
59.2084	0.475709	0.471896	0.057857
59.2084	0.475617	0.471828	0.0578438
59.2083	0.475624	0.471995	0.0578487
59.2083	0.475521	0.471976	0.057813
59.2083	0.475517	0.471931	0.0578156
59.2083	0.475575	0.471964	0.0578144
59.2083	0.475509	0.471964	0.0578177
59.2083	0.475523	0.471951	0.0578128
59.2083	0.475535	0.471945	0.0578099
59.2083	0.475535	0.471951	0.0578124
59.2083	0.475532	0.471947	0.0578105
59.2083	0.475526	0.471945	0.0578105
59.2083	0.475524	0.471944	0.0578107
5929.31	10	0.0001	10
4969.03	2.86754	0.0641452	1.17878
341.152	0.00102379	3.016	0.226528
335.484	0.000448037	0.0859383	0.00579562
311.819	0.000988136	0.00940901	0.00633358
247.031	0.0589017	0.771122	0.00518218
103.703	1.08133	1.34468	0.246814
86.8598	0.405905	0.367837	0.00952473
80.1647	0.307751	0.608686	0.0709232
68.7279	0.451304	0.632987	0.109458
68.3932	0.689474	0.58586	0.0602133
67.7911	0.598711	0.519194	0.0933725
60.9926	0.479506	0.543231	0.0748436
60.3775	0.512669	0.525767	0.0732885
59.4813	0.486665	0.488609	0.0562507
59.424	0.458385	0.464807	0.0607245
59.2826	0.476862	0.485963	0.0599461
59.2155	0.480297	0.474949	0.0578124
59.2093	0.47738	0.473389	0.0579774
59.2093	0.476934	0.473481	0.0579594
59.2086	0.476387	0.471816	0.0578263
59.2084	0.476137	0.472044	0.0578821
59.2084	0.47622	0.471988	0.0578074
59.2084	0.475565	0.471751	0.057733
59.2083	0.475789	0.472166	0.057859
59.2083	0.475799	0.472108	0.0578482
59.2083	0.47548	0.471873	0.0577838
59.2083	0.47561	0.472036	0.0578161
59.2083	0.475509	0.471964	0.0578297
59.2083	0.47555	0.47193	0.057822
59.2083	0.475488	0.471927	0.0578158
59.2083	0.475517	0.47196	0.0578097
59.2083	0.475502	0.471957	0.0578117
59.2083	0.475506	0.47196	0.0578146
59.2083	0.475506	0.47195	0.0578121
59.2083	0.47551	0.471942	0.0578092
59.2083	0.475515	0.471944	0.0578098
59.2083	0.475524	0.471949	0.0578108
59.2083	0.475487	0.471943	0.0578173
59.2083	0.475533	0.471944	0.0578108
59.2083	0.475533	0.471944	0.057811
59.2083	0.475529	0.471945	0.057811
59.2083	0.475519	0.471945	0.0578106
5929.31	10	0.0001	10
332.816	0.00298969	0.740721	0.446819
328.21	0.00298089	0.441017	0.160053
314.305	0.00227941	0.0996892	0.0138602
313.158	0.00135621	0.0336116	0.011503
258.467	0.0221997	0.327992	0.000513168
131.983	1.57263	7.78715	8.6289
127.088	4.97889	4.0229	0.836618
107.204	1.10806	1.29282	0.310898
93.0027	0.633433	0.99642	0.117392
90.1408	0.558839	0.908092	0.223544
74.2773	0.487942	0.698511	0.138211
63.6158	0.446627	0.565588	0.0872192
59.2838	0.481058	0.474382	0.0608173
59.2245	0.467423	0.471334	0.058271
59.2096	0.475856	0.473534	0.0582629
59.2092	0.476211	0.47083	0.0576531
59.2084	0.475606	0.471544	0.057739
59.2084	0.475367	0.471543	0.0577361
59.2083	0.475622	0.472007	0.0578222
59.2083	0.475483	0.471954	0.0578182
59.2083	0.475488	0.471948	0.057817
59.2083	0.475515	0.471909	0.0578002
59.2083	0.475524	0.471971	0.0578147
59.2083	0.475531	0.471934	0.057812
59.2083	0.475532	0.471944	0.0578087
59.2083	0.475535	0.471939	0.0578104
59.2083	0.47553	0.471952	0.0578103
59.2083	0.475535	0.471946	0.0578105
59.2083	0.475525	0.47195	0.0578118
59.2083	0.475526	0.471942	0.0578105
59.2083	0.475525	0.471945	0.0578109
59.2083	0.475526	0.471946	0.0578111
59.2083	0.475557	0.471951	0.0578093
59.2083	0.475521	0.471944	0.0578106
59.2083	0.475518	0.471947	0.0578107
59.2083	0.475525	0.471942	0.057811
59.2083	0.475525	0.471939	0.0578103
59.2083	0.475525	0.471941	0.0578106
5929.31	10	0.0001	10
3469.28	0.268591	0.0185866	0.161762
211.495	0.248847	3.69687	8.09368
194.887	1.16584	8.24675	1.32536
159.997	0.615128	0.901695	0.000735391
117.548	2.19213	2.30221	0.369394
104.121	0.171936	0.27419	0.00831729
97.5093	0.235025	0.260937	0.00711287
92.9068	0.298077	0.404748	0.00857213
82.9936	0.284613	0.360092	0.0139881
78.6182	0.318467	0.283841	0.0222104
78.6125	0.301445	0.311121	0.0170422
61.4262	0.457009	0.545078	0.0729495
59.9111	0.475201	0.444847	0.0477118
59.4028	0.506295	0.47766	0.0601056
59.3457	0.491313	0.472606	0.0549433
59.2971	0.487419	0.465597	0.0552639
59.2778	0.495517	0.478499	0.0587615
59.2422	0.484281	0.480435	0.0583189
59.2312	0.481546	0.476481	0.0573715
59.2287	0.468544	0.473458	0.0574073
59.2122	0.47808	0.472908	0.0584676
59.212	0.478947	0.471126	0.0576693
59.212	0.478095	0.475206	0.0584411
59.2118	0.478211	0.47299	0.0584275
59.2116	0.478404	0.47405	0.0584942
59.2112	0.473125	0.469805	0.0577941
59.2105	0.47289	0.47042	0.0578487
59.2103	0.473467	0.4725	0.0581569
59.2096	0.473214	0.471973	0.0579221
59.2088	0.47684	0.471869	0.0577332
59.2085	0.475729	0.472035	0.057947
59.2083	0.475723	0.472086	0.0578035
59.2083	0.475638	0.472088	0.0578642
59.2083	0.475363	0.47187	0.0577885
59.2083	0.475361	0.471884	0.0578066
59.2083	0.475532	0.471989	0.057832
59.2083	0.475569	0.471974	0.0578048
59.2083	0.475566	0.471935	0.0578016
59.2083	0.475537	0.471968	0.0578219
59.2083	0.475539	0.47195	0.0578167
59.2083	0.475556	0.471923	0.0578008
59.2083	0.475444	0.471974	0.0578182
59.2083	0.475519	0.471945	0.0578092
59.2083	0.475556	0.471921	0.0578007
59.2083	0.475503	0.471975	0.0578198
59.2083	0.475519	0.471943	0.0578099
59.2083	0.475529	0.471935	0.0578106
59.2083	0.475529	0.471941	0.05781
59.2083	0.475529	0.47194	0.05781
5929.31	10	0.0001	10
1084.6	0.0611157	0.0172106	0.00410108
336.831	0.0248609	9.72483	0.0117553
314.707	3.73736	4.55741	0.000414086
311.201	0.00311389	0.00292547	2.42148
283.715	0.00655153	0.123375	0.00301913
159.723	0.0776951	0.356844	0.0247378
