ObjectiveValue	k1	k2	k3
59.7398	0.479107	0.503808	0.0678922
59.7137	0.485363	0.510453	0.0663239
59.402	0.490821	0.49588	0.0630923
59.4017	0.469021	0.482911	0.0632961
59.3188	0.491508	0.475031	0.0557221
59.3116	0.470305	0.482924	0.0616396
59.2611	0.489622	0.483241	0.059621
59.2281	0.482042	0.478725	0.0583246
59.2204	0.477577	0.477894	0.0587423
59.2142	0.472956	0.473454	0.0585837
59.2127	0.476823	0.475047	0.0586746
59.2088	0.476542	0.472999	0.0580581
59.2086	0.475943	0.472539	0.0577732
59.2085	0.475015	0.471155	0.0576517
59.2084	0.476066	0.471931	0.0578145
59.2083	0.475408	0.471808	0.0577974
59.2083	0.475447	0.471942	0.057788
59.2083	0.475487	0.471953	0.0577974
59.2083	0.475473	0.471942	0.0578024
59.2083	0.475542	0.471946	0.0578114
5929.31	10	0.0001	10
5556.61	1.01346	0.000271758	1.01599
237.484	0.0342394	0.543096	0.503564
229.375	1.52389	3.22081	0.0899015
113.614	0.471684	1.35167	0.445704
88.9775	0.747807	0.679444	0.161045
87.0309	0.878523	0.756044	0.151175
82.2603	0.344445	0.473612	0.11656
78.1777	0.487044	0.798692	0.13235
67.7998	0.481756	0.541779	0.10467
60.7569	0.509416	0.495868	0.0737818
59.591	0.433398	0.45854	0.0539135
59.5119	0.459037	0.491498	0.0621483
59.4482	0.491013	0.490845	0.0573754
59.4249	0.465575	0.458601	0.0594389
59.4167	0.46067	0.46313	0.0525797
59.3375	0.478005	0.490765	0.0606894
59.2478	0.48235	0.48302	0.0597566
59.2272	0.480662	0.47552	0.0572622
59.2113	0.474237	0.470671	0.0571256
59.211	0.474537	0.470059	0.0571228
59.2086	0.474384	0.471427	0.0577409
59.2085	0.475045	0.471247	0.0577661
59.2084	0.475181	0.471646	0.0577527
59.2083	0.475529	0.471812	0.0577752
59.2083	0.475536	0.471865	0.0577913
59.2083	0.475543	0.471866	0.0577966
59.2083	0.475443	0.471876	0.057802
59.2083	0.475469	0.47192	0.0578139
59.2083	0.475473	0.471941	0.057813
59.2083	0.47553	0.471955	0.0578189
59.2083	0.47549	0.471954	0.0578131
59.2083	0.475535	0.471933	0.0578048
59.2083	0.475537	0.471934	0.0578087
59.2083	0.475536	0.471948	0.0578088
59.2083	0.475535	0.471947	0.0578105
59.2083	0.475561	0.471992	0.0578088
59.2083	0.475532	0.471956	0.0578088
59.2083	0.475538	0.471946	0.0578117
59.2083	0.47553	0.471946	0.0578116
5929.31	10	0.0001	10
3700.97	0.099628	0.000347112	0.0144002
1719.73	0.0251136	0.000133553	0.00128622
333.396	0.00220677	0.547182	0.0402342
169.793	1.59439	0.406067	0.015836
158.047	1.13268	0.406361	0.00233329
152.396	0.844319	2.32493	2.50056
132.717	0.424291	2.01759	1.19795
123.978	1.3375	0.425125	0.0484735
119.988	0.859436	0.472567	0.122735
113.447	0.918745	0.714716	0.197846
101.169	1.17763	0.841356	0.101787
81.1937	0.311592	0.335796	0.0136449
74.0749	0.465308	0.461752	0.0230399
71.3117	0.569335	0.708949	0.083741
62.4186	0.451279	0.389145	0.0417682
61.3542	0.559073	0.457063	0.0492765
60.5581	0.405605	0.473951	0.0613984
60.3765	0.414888	0.471956	0.0535199
59.9108	0.448002	0.500453	0.0639987
59.3784	0.499408	0.466746	0.0571731
59.2778	0.475969	0.482388	0.0612881
59.2357	0.479328	0.471599	0.0562099
59.2276	0.468032	0.465331	0.0563127
59.2273	0.469626	0.46465	0.0563565
59.224	0.48116	0.470316	0.0581741
59.2217	0.471241	0.473398	0.0589105
59.2195	0.478644	0.470581	0.0583734
59.2105	0.478513	0.473463	0.0582672
59.2098	0.472939	0.471927	0.0578413
59.2094	0.474155	0.470187	0.0575947
59.2089	0.475131	0.471824	0.058025
59.2085	0.475391	0.472198	0.0579516
59.2083	0.475501	0.471935	0.0578092
59.2083	0.475437	0.471918	0.0578088
59.2083	0.475522	0.471945	0.0578107
59.2083	0.475524	0.47194	0.0578043
59.2083	0.475504	0.471936	0.0578071
59.2083	0.475511	0.471942	0.0578097
5929.31	10	0.0001	10
323.93	3.01197	8.45032	0.0183758
230.287	0.0227764	0.113447	0.256012
117.999	5.20005	2.29265	0.5065
110.621	0.253047	0.265643	0.000101
80.1343	0.319292	0.630788	0.076125
78.5614	0.538714	0.820102	0.113619
64.1023	0.402697	0.523594	0.0839749
62.1805	0.364691	0.42757	0.0459976
60.0818	0.438418	0.466604	0.0651087
59.8496	0.437827	0.456328	0.0615103
59.8477	0.422989	0.465385	0.0552485
59.7637	0.426089	0.454072	0.0524625
59.5718	0.455005	0.491733	0.0621144
59.335	0.468708	0.486772	0.0609171
59.2983	0.486218	0.477379	0.0560699
59.2701	0.491177	0.478155	0.0600919
59.2159	0.474691	0.47577	0.0587189
59.213	0.471542	0.470811	0.0580735
59.2115	0.472607	0.47185	0.057469
59.2095	0.473266	0.471139	0.0575342
59.2085	0.474877	0.472057	0.0578184
59.2084	0.475854	0.472083	0.0578848
59.2083	0.475703	0.471904	0.0578302
59.2083	0.47547	0.471894	0.0578007
59.2083	0.475506	0.471962	0.0578184
59.2083	0.475525	0.471941	0.0578072
59.2083	0.475527	0.471952	0.0578116
59.2083	0.475532	0.471944	0.057811
59.2083	0.475527	0.471944	0.057811
59.2083	0.475526	0.471945	0.0578111
59.2083	0.475528	0.471944	0.0578105
59.2083	0.475526	0.471946	0.057811
59.2083	0.475527	0.471946	0.057811
59.2083	0.475527	0.471946	0.0578111
59.2083	0.475526	0.471945	0.0578105
5929.31	10	0.0001	10
132.801	0.719585	2.88881	4.66
132.077	1.06598	4.38533	2.06983
130.779	0.500584	2.33647	2.37192
113.995	0.890389	1.91408	0.567517
108.369	1.14084	1.51633	0.363209
103.751	1.03198	1.3852	0.280515
93.5562	0.635689	1.00363	0.246151
92.0585	0.79221	1.01841	0.214705
75.7942	0.480764	0.494674	0.0242957
74.7964	0.412537	0.534709	0.0323029
62.8509	0.398382	0.416465	0.0625934
61.4336	0.415613	0.513397	0.0639248
59.7504	0.472634	0.501777	0.0585766
59.2718	0.48452	0.485958	0.0598863
59.2344	0.479109	0.479674	0.0599212
59.2161	0.472423	0.468415	0.0578089
59.2149	0.480096	0.472902	0.0574154
59.212	0.472363	0.469456	0.0571048
59.21	0.476355	0.474139	0.0582166
59.2094	0.476143	0.471727	0.0574707
59.2092	0.47624	0.470863	0.0577099
59.209	0.477205	0.472104	0.0579087
59.209	0.476229	0.473234	0.0581222
59.2089	0.477328	0.472537	0.057939
59.2084	0.475794	0.472095	0.0579189
59.2084	0.475554	0.472338	0.0578386
59.2084	0.475716	0.472331	0.0578243
59.2084	0.475635	0.472226	0.0578771
59.2083	0.475633	0.472048	0.057832
59.2083	0.475392	0.47189	0.0578038
59.2083	0.475484	0.472001	0.0578147
59.2083	0.475589	0.471978	0.0578122
59.2083	0.475533	0.471928	0.0578125
59.2083	0.475552	0.471966	0.0578145
59.2083	0.475511	0.471947	0.0578124
5929.31	10	0.0001	10
332.499	0.000900984	0.139754	0.0031536
173.323	0.677549	1.00226	0.000383158
121.144	0.715919	1.18154	0.0879043
100.805	0.613947	0.975082	0.0835962
90.786	0.289982	0.465757	0.0162732
76.8728	0.84491	0.499846	0.0715213
68.3631	0.436	0.637735	0.0975384
63.5587	0.61195	0.582101	0.080737
62.4464	0.593632	0.550494	0.0630004
60.2064	0.525154	0.479248	0.0661503
59.2633	0.478462	0.465195	0.0550104
59.2547	0.47996	0.465035	0.057705
59.2117	0.478703	0.471035	0.0576445
59.2116	0.479278	0.471918	0.057858
59.2106	0.477419	0.470584	0.0576165
59.2101	0.476889	0.470978	0.0578791
59.2086	0.474377	0.471695	0.0577935
59.2084	0.476021	0.471911	0.0578162
59.2084	0.475111	0.471862	0.0578292
59.2084	0.4751	0.471898	0.0578128
59.2084	0.475298	0.471656	0.0577752
59.2084	0.475317	0.471889	0.0578443
59.2083	0.475345	0.471793	0.0577746
59.2083	0.475361	0.471915	0.0577984
59.2083	0.47546	0.47187	0.0577946
59.2083	0.475473	0.471909	0.0577997
59.2083	0.475526	0.471922	0.057804
59.2083	0.475518	0.471919	0.0578062
59.2083	0.475517	0.471928	0.0578062
59.2083	0.475517	0.471927	0.0578086
59.2083	0.475528	0.471948	0.0578109
59.2083	0.475525	0.471945	0.0578117
59.2083	0.475529	0.471949	0.0578114
59.2083	0.475481	0.471943	0.0578054
59.2083	0.475583	0.471948	0.0578117
59.2083	0.475568	0.471946	0.0578099
59.2083	0.475525	0.471945	0.0578102
59.2083	0.475525	0.471945	0.0578105
59.2083	0.475525	0.471945	0.0578107
5929.31	10	0.0001	10
226.197	0.0210498	0.183496	5.63152
158.599	2.72401	2.9781	0.267724
148.91	1.91762	1.83715	0.149649
147.092	1.07549	1.56524	0.108361
144.24	3.41232	4.92989	1.97807
131.438	2.30022	10	7.19185
113.995	7.35058	1.7164	0.349734
113.022	8.01217	1.8808	0.35173
111.678	6.90444	1.56237	0.290483
111.493	7.10626	1.52831	0.279269
111.449	5.7023	1.64724	0.27935
111.118	7.19186	1.60745	0.276288
111.083	7.47378	1.52748	0.257649
110.94	8.60448	1.56476	0.270887
110.937	8.89122	1.5484	0.271826
110.93	8.46025	1.5447	0.262713
110.901	8.93978	1.55347	0.26852
110.861	9.26726	1.52849	0.266085
110.831	9.39984	1.5229	0.258221
110.792	9.57531	1.50849	0.258292
110.78	9.66113	1.49148	0.256437
110.771	9.91651	1.50053	0.253483
110.768	9.71797	1.48485	0.252564
110.748	10	1.48872	0.25228
110.741	10	1.47668	0.251271
110.741	10	1.47664	0.251284
110.741	10	1.47653	0.251249
110.741	10	1.47658	0.251281
110.741	10	1.47656	0.251264
110.741	10	1.47656	0.251271
110.741	10	1.47651	0.25126
110.741	10	1.4765	0.25126
110.741	10	1.47643	0.25125
110.741	10	1.47639	0.251239
110.741	10	1.47642	0.251244
110.741	10	1.47641	0.251241
110.741	10	1.4764	0.25124
110.741	10	1.4764	0.251239
110.741	10	1.4764	0.251239
110.741	10	1.4764	0.251241
110.741	10	1.4764	0.25124
110.741	10	1.4764	0.251239
110.741	10	1.4764	0.251239
110.741	10	1.4764	0.251239
110.741	10	1.4764	0.251239
110.741	10	1.4764	0.251239
110.741	10	1.4764	0.251239
110.741	10	1.4764	0.251239
110.741	10	1.4764	0.25124
110.741	10	1.4764	0.25124
110.741	10	1.4764	0.25124
110.741	10	1.4764	0.25124
110.741	10	1.4764	0.25124
5929.31	10	0.0001	10
321.213	0.00256112	0.189228	0.000938714
259.328	0.944927	2.85449	0.0094544
215	0.805823	3.05538	0.117887
133.531	8.19058	5.27031	0.945512
130.406	2.35574	5.51366	2.21546
114.541	2.35584	1.46904	0.267962
102.336	1.1348	1.11182	0.224966
70.6643	0.723304	0.48611	0.0746512
59.4068	0.485332	0.494273	0.059522
59.3304	0.490923	0.471801	0.0550888
59.2937	0.491376	0.485103	0.0612243
59.2574	0.459853	0.466612	0.0564182
59.2493	0.466027	0.465572	0.0554213
59.2332	0.469899	0.465149	0.0557832
59.2174	0.480185	0.475278	0.0589642
59.2129	0.476327	0.473601	0.0574895
59.2114	0.47571	0.472485	0.0584457
59.2092	0.47704	0.472076	0.0580243
59.2091	0.47697	0.471744	0.0576215
59.2085	0.476243	0.472368	0.0579733
59.2085	0.474837	0.472017	0.0579083
59.2085	0.475617	0.471575	0.0578402
59.2085	0.474882	0.47158	0.0578233
59.2084	0.475199	0.47195	0.0578298
59.2083	0.475686	0.472009	0.0578398
59.2083	0.475567	0.471913	0.0577961
59.2083	0.475594	0.471975	0.0578177
59.2083	0.47553	0.471915	0.0577996
59.2083	0.475538	0.471932	0.0578021
59.2083	0.47553	0.471954	0.057811
59.2083	0.475525	0.471946	0.0578121
59.2083	0.475526	0.471955	0.0578139
59.2083	0.475532	0.471953	0.057812
59.2083	0.475517	0.471953	0.0578124
59.2083	0.475533	0.471943	0.0578135
59.2083	0.475532	0.471945	0.0578117
59.2083	0.475528	0.471945	0.0578108
5929.31	10	0.0001	10
1154.93	0.0174271	0.00103127	0.00187636
341.289	0.000381111	1.26209	0.0319487
314.07	1.34031	7.70433	0.0033451
312.498	0.000979462	0.0105513	0.000583541
123.496	0.432344	0.621347	0.0013833
77.546	0.329997	0.311183	0.0178753
74.4749	0.425539	0.663318	0.0664022
62.2849	0.516959	0.449332	0.0406795
61.952	0.601663	0.530338	0.0625916
61.927	0.494386	0.410632	0.0527203
61.486	0.544868	0.509913	0.0518684
59.6065	0.466244	0.469424	0.063682
59.5267	0.462424	0.471936	0.0632814
59.4441	0.446325	0.475252	0.058234
59.3915	0.487666	0.463328	0.0591317
59.3632	0.475337	0.45314	0.0543109
59.2775	0.462004	0.474025	0.059633
59.2334	0.464255	0.467288	0.0575139
59.2282	0.474739	0.469888	0.0561372
59.2226	0.475494	0.466143	0.0567138
59.2204	0.483312	0.47348	0.0577021
59.2171	0.473501	0.46961	0.0566165
59.2169	0.482479	0.47394	0.0580611
59.2149	0.476039	0.472309	0.0570764
59.2123	0.473837	0.473566	0.0584906
59.2086	0.474563	0.471991	0.0578451
59.2085	0.474746	0.471992	0.0577887
59.2085	0.47612	0.472209	0.0577643
59.2083	0.475533	0.47209	0.0578424
59.2083	0.475478	0.471812	0.0577736
59.2083	0.475385	0.471843	0.0577931
59.2083	0.475426	0.471929	0.0578186
59.2083	0.475541	0.472007	0.0578128
59.2083	0.475524	0.47199	0.0578193
59.2083	0.475531	0.471948	0.0578112
59.2083	0.475527	0.471946	0.0578108
59.2083	0.475528	0.471945	0.0578109
5929.31	10	0.0001	10
901.457	0.0126309	0.000567639	0.176825
654.117	0.154748	0.195041	1.26493
295.293	0.00334821	0.00821492	0.0272333
262.466	0.00977389	0.139925	3.22367
241.447	3.70883	3.30704	1.92249
146.658	0.153297	0.416169	0.248906
134.766	1.54068	2.75843	1.19485
126.381	1.99403	4.28851	1.14983
125.214	1.55001	3.84911	1.3642
120.599	1.04192	2.4578	0.90877
106.859	1.18535	1.27049	0.188926
102.601	1.26694	0.84977	0.138496
97.2571	1.03725	1.04825	0.165386
93.4675	0.741802	1.08536	0.163044
88.3862	0.775459	0.986772	0.179085
69.0402	0.658187	0.625767	0.0649263
60.1986	0.522248	0.450547	0.0515832
59.418	0.471206	0.450452	0.0526239
59.3553	0.455053	0.473017	0.060285
59.2207	0.472281	0.471425	0.0587598
59.2145	0.471815	0.471337	0.0583272
59.2099	0.474908	0.471822	0.0574076
59.2087	0.475355	0.472169	0.0580257
59.2084	0.475792	0.471903	0.0577369
59.2083	0.475506	0.471933	0.0578116
59.2083	0.475522	0.471932	0.0578078
59.2083	0.475526	0.471938	0.0578107
59.2083	0.475531	0.471942	0.0578097
59.2083	0.475522	0.471942	0.0578104
59.2083	0.475525	0.471945	0.0578104
59.2083	0.475529	0.471935	0.0578088
59.2083	0.475527	0.471945	0.0578107
59.2083	0.475526	0.471942	0.0578109
5929.31	10	0.0001	10
341.712	0.000553617	4.46815	0.0417349
240.125	0.379026	0.136307	0.000118977
185.513	0.05354	0.128218	0.00405514
117.17	5.13434	1.58835	0.215221
110.155	0.256805	0.379778	0.0001
103.675	0.312709	0.329431	0.000876975
79.5031	0.334732	0.660815	0.0975804
64.9908	0.423809	0.580697	0.0722241
61.868	0.451327	0.436605	0.0391537
59.978	0.482056	0.459387	0.0635759
59.6785	0.453661	0.436121	0.0510833
59.5515	0.498022	0.501015	0.0597928
59.4987	0.460415	0.484736	0.0566547
59.4708	0.474665	0.476491	0.0637103
59.4096	0.477013	0.491032	0.0584779
59.4031	0.459146	0.484677	0.0590881
59.2445	0.48536	0.481471	0.0599313
59.2388	0.486956	0.479804	0.0593055
59.2288	0.467031	0.473332	0.0581292
59.2103	0.47322	0.471755	0.057505
59.2092	0.473926	0.471144	0.0578836
59.2089	0.474466	0.470842	0.0575395
59.2087	0.475699	0.471285	0.0578069
59.2086	0.474535	0.471149	0.05762
59.2085	0.47506	0.472059	0.0579464
59.2084	0.47498	0.472005	0.0577615
59.2084	0.475498	0.471657	0.0578422
59.2084	0.474932	0.471543	0.0577595
59.2084	0.475012	0.471922	0.0577792
59.2083	0.475729	0.47186	0.0577977
59.2083	0.475622	0.471868	0.0578154
59.2083	0.475627	0.471911	0.0577819
59.2083	0.475415	0.471995	0.0578193
59.2083	0.47544	0.471918	0.0578025
59.2083	0.475502	0.471959	0.0578126
59.2083	0.475526	0.471942	0.0578109
59.2083	0.475529	0.471948	0.0578116
59.2083	0.475534	0.471947	0.0578068
59.2083	0.47553	0.47194	0.0578095
59.2083	0.475528	0.471949	0.0578119
5929.31	10	0.0001	10
317.623	0.00896077	0.708235	0.000390626
235.107	0.498527	1.97914	0.000289361
122.491	0.209829	0.433966	0.00103035
83.4188	0.210211	0.407249	0.0475545
68.8019	0.522478	0.679029	0.0852796
63.7014	0.384463	0.472674	0.0758963
63.2936	0.502483	0.405602	0.0383213
60.8973	0.563883	0.534704	0.0690067
60.0786	0.517199	0.525516	0.0661232
59.9573	0.50167	0.493395	0.0692139
59.3411	0.465158	0.482955	0.0615686
59.231	0.479944	0.479299	0.0597589
59.2116	0.477384	0.472509	0.0583955
59.2097	0.476053	0.473743	0.0579718
59.2094	0.476978	0.472806	0.0582041
59.2088	0.476935	0.473032	0.0579928
59.2085	0.4762	0.472716	0.0579468
59.2085	0.476247	0.472522	0.0579818
59.2085	0.475586	0.472336	0.057987
59.2084	0.475104	0.471892	0.0578892
59.2084	0.475848	0.472363	0.0579439
59.2084	0.47599	0.472338	0.0578981
59.2084	0.475644	0.472261	0.0578787
59.2083	0.475711	0.472003	0.0578446
59.2083	0.475692	0.471943	0.0578126
59.2083	0.475591	0.47208	0.0578367
59.2083	0.47554	0.471999	0.0578068
59.2083	0.475542	0.471932	0.0578073
59.2083	0.475519	0.471933	0.0578103
59.2083	0.475533	0.471934	0.0578067
5929.31	10	0.0001	10
254.085	0.0124603	0.0451237	0.00497118
210.741	0.0426574	0.0991645	0.000108219
111.513	0.533695	1.07026	0.392759
85.4925	0.752899	0.41616	0.0250137
79.3168	0.692953	0.408596	0.0273111
70.645	0.682531	0.628511	0.0630635
68.9317	0.7084	0.617914	0.0716158
68.0223	0.431125	0.479227	0.0324987
67.4429	0.452669	0.613907	0.105195
64.3988	0.518105	0.605997	0.0704158
60.9287	0.503714	0.510689	0.0768414
59.5733	0.510683	0.471813	0.0544208
59.5405	0.439771	0.45462	0.0579493
59.2807	0.480636	0.464047	0.0547851
59.2391	0.467246	0.472547	0.0568397
59.2142	0.472688	0.468429	0.0576372
59.2136	0.472686	0.46862	0.0576347
59.2119	0.478414	0.471637	0.05736
59.2087	0.475515	0.47163	0.0575684
59.2086	0.475566	0.471152	0.0576163
59.2085	0.475821	0.471392	0.0577335
59.2085	0.475222	0.471709	0.0576511
59.2084	0.475432	0.471703	0.0578028
59.2084	0.475489	0.471669	0.0577756
59.2084	0.475457	0.471681	0.057752
59.2083	0.475321	0.471738	0.0577863
59.2083	0.475539	0.471794	0.0577894
59.2083	0.475602	0.471944	0.0578125
59.2083	0.475456	0.471929	0.0578077
59.2083	0.475475	0.471943	0.0578129
59.2083	0.475515	0.471924	0.0578093
59.2083	0.475509	0.47194	0.0578105
59.2083	0.475516	0.47194	0.0578095
59.2083	0.475503	0.471943	0.0578232
59.2083	0.475527	0.471946	0.057811
59.2083	0.475526	0.471947	0.057811
5929.31	10	0.0001	10
335.937	0.000337354	0.0598164	0.00372061
294.272	0.00220434	0.00968771	0.472739
282.586	0.00815284	0.198565	1.49433
160.046	1.15637	0.499075	0.00151306
125.018	2.42052	1.12181	0.218867
106.476	0.251076	0.573413	0.0244046
67.4547	0.304353	0.421862	0.0613421
65.0526	0.469127	0.487949	0.0874633
60.3893	0.463823	0.52444	0.0688087
59.6503	0.461835	0.481354	0.065539
59.4043	0.507168	0.478085	0.0572557
59.2772	0.464505	0.478951	0.0590988
59.2226	0.474408	0.472758	0.0591134
59.2196	0.469892	0.473432	0.0578305
59.2097	0.477753	0.472174	0.0576321
59.2092	0.474247	0.47034	0.0575115
59.2088	0.4754	0.472809	0.0578655
59.2087	0.475451	0.472578	0.05804
59.2084	0.475381	0.472416	0.0578723
59.2084	0.474971	0.471761	0.0578146
59.2083	0.475505	0.471866	0.0578065
59.2083	0.4755	0.471936	0.0578025
59.2083	0.475555	0.471948	0.0578162
59.2083	0.475503	0.47194	0.0578054
59.2083	0.475542	0.471967	0.0578163
59.2083	0.47552	0.471954	0.0578127
59.2083	0.475573	0.471945	0.0578121
59.2083	0.475526	0.471948	0.0578109
59.2083	0.475526	0.471943	0.0578107
59.2083	0.475527	0.471947	0.0578105
59.2083	0.475527	0.471947	0.0578109
59.2083	0.475527	0.471947	0.0578109
5929.31	10	0.0001	10
329.938	0.000279805	0.00229096	0.000144956
325.122	0.000426456	0.00384218	0.000401779
310.368	0.00423694	0.0063389	0.000140293
106.005	0.165801	0.474143	0.0616931
89.2434	0.627693	0.904281	0.215717
84.6204	0.847675	0.737888	0.145443
81.6302	0.518826	0.861588	0.149656
79.6031	0.856212	0.73422	0.112632
76.0991	0.658275	0.676806	0.137216
70.726	0.616128	0.712745	0.112942
64.3403	0.553464	0.601574	0.0942304
60.4151	0.540989	0.529502	0.0690225
60.2203	0.494617	0.521701	0.0606898
60.0368	0.535984	0.505639	0.0592456
59.4017	0.501677	0.466864	0.0567532
59.2334	0.481762	0.476297	0.0572499
59.225	0.484398	0.47494	0.058766
59.2157	0.478001	0.473518	0.0572921
59.2093	0.476122	0.473616	0.0580241
59.2087	0.474421	0.472066	0.0577547
59.2086	0.475211	0.47175	0.0579258
59.2085	0.474925	0.471865	0.0576865
59.2084	0.475008	0.472052	0.0578709
59.2084	0.475329	0.47203	0.0577647
59.2084	0.475361	0.471732	0.0577261
59.2084	0.475483	0.472208	0.0578488
59.2083	0.47545	0.472096	0.0578318
59.2083	0.475424	0.47182	0.0578028
59.2083	0.475494	0.471868	0.0578061
59.2083	0.475526	0.471875	0.0578038
59.2083	0.475416	0.471914	0.0578095
59.2083	0.475583	0.471964	0.0578022
59.2083	0.475539	0.471974	0.0578098
59.2083	0.475492	0.471913	0.0578077
59.2083	0.475519	0.471956	0.0578075
59.2083	0.475499	0.471949	0.057809
59.2083	0.475504	0.471957	0.057811
59.2083	0.475497	0.471949	0.0578138
59.2083	0.475518	0.47194	0.0578077
59.2083	0.475519	0.471937	0.0578086
59.2083	0.475505	0.471944	0.0578066
59.2083	0.475525	0.471943	0.0578087
59.2083	0.475526	0.471947	0.0578114
59.2083	0.475524	0.471945	0.0578094
5929.31	10	0.0001	10
196.858	0.300093	1.26482	0.00816657
149.265	0.119559	0.390704	0.237507
81.3184	0.451602	0.489028	0.0187358
75.0619	0.370974	0.558513	0.120135
63.4843	0.396096	0.503056	0.0507544
60.1702	0.500585	0.50752	0.055894
59.8362	0.522984	0.48852	0.0553194
59.7303	0.445931	0.448226	0.059077
59.6861	0.521211	0.502843	0.0644127
59.3249	0.490112	0.48456	0.0575054
59.2414	0.474788	0.474617	0.0599962
59.2175	0.478671	0.475726	0.0577795
59.2139	0.471684	0.469462	0.0569451
59.2119	0.477008	0.472733	0.0573793
59.2103	0.475784	0.473982	0.0579683
59.2091	0.476789	0.472243	0.058058
59.209	0.47539	0.470738	0.0576962
59.2089	0.476241	0.473012	0.0578409
59.2087	0.476291	0.472705	0.0578116
59.2084	0.475081	0.471718	0.0577819
59.2084	0.475629	0.472186	0.0578205
59.2083	0.475679	0.472155	0.0578261
59.2083	0.475368	0.471938	0.0577879
59.2083	0.475491	0.471875	0.0577936
59.2083	0.47554	0.471911	0.0578053
59.2083	0.475566	0.47195	0.0578117
59.2083	0.475505	0.471951	0.0578152
59.2083	0.475545	0.471955	0.0578114
59.2083	0.475545	0.47195	0.057811
59.2083	0.47553	0.471946	0.0578124
59.2083	0.475519	0.471945	0.0578114
59.2083	0.475529	0.471948	0.0578114
59.2083	0.475529	0.471948	0.0578114
59.2083	0.475515	0.471943	0.0578205
59.2083	0.475529	0.471948	0.0578105
59.2083	0.475527	0.471948	0.0578117
59.2083	0.475516	0.47194	0.0578098
5929.31	10	0.0001	10
329.64	0.000346999	0.00975183	0.00923427
292.235	0.00269322	0.00855574	0.00012888
279.178	0.00447394	0.0191152	0.000824557
275.889	0.00694306	0.0228056	0.000167834
269.626	0.00662636	0.0365499	1.03594
264.628	0.00705278	0.0480979	3.20584
260.435	0.00930831	0.0367257	0.000216767
257.571	0.00837038	0.0492747	0.0001
243.357	0.0135165	0.0611273	0.0001
236.183	0.0164259	0.0717471	0.0001
233.573	0.0170232	0.0808723	0.0001
225.461	0.0215639	0.101159	0.053724
222.741	0.0269253	0.0847143	0.0001
212.208	0.0287713	0.114529	0.0001
206.235	0.0339057	0.116409	0.0001
192.518	0.0434108	0.146914	0.0001
191.265	0.0460399	0.1995	0.0001
184.457	0.0503214	0.180045	0.0001
180.121	0.0585442	0.236314	0.0001
174.798	0.0650535	0.155096	0.0001
168.075	0.0711665	0.168734	0.0001
162.978	0.0614202	0.212889	0.0501628
158.088	0.065805	0.253444	0.056904
152.015	0.0907231	0.201129	0.0001
142.152	0.0888658	0.33483	0.0332485
136.472	0.116111	0.317761	0.00451166
130.239	0.132558	0.242363	0.0001
123.057	0.122478	0.38811	0.0340361
111.409	0.147939	0.438283	0.0825738
94.8577	0.205201	0.511388	0.0610197
81.4976	0.228876	0.449044	0.0651854
77.482	0.257528	0.293076	0.0255629
68.2277	0.288712	0.364981	0.0427712
64.5693	0.379314	0.384922	0.0563105
63.5487	0.462418	0.483071	0.0824351
63.0842	0.44672	0.399894	0.0571229
62.1849	0.510263	0.475404	0.0751556
60.3993	0.47149	0.422518	0.0472385
59.8939	0.427669	0.432152	0.0516561
59.4323	0.492721	0.459401	0.053843
59.2713	0.476595	0.461763	0.0572514
59.2403	0.469392	0.463759	0.0555367
59.2236	0.472949	0.466719	0.0576981
59.2217	0.477995	0.475483	0.0593593
59.2205	0.46929	0.46829	0.0578703
59.2126	0.477367	0.469668	0.0575246
59.2093	0.475338	0.473421	0.0580279
59.2087	0.475016	0.470839	0.0576073
59.2085	0.47544	0.471483	0.0576538
59.2085	0.476322	0.472388	0.0578691
59.2084	0.47511	0.471535	0.0577661
59.2084	0.475142	0.471567	0.0577711
59.2084	0.475076	0.471679	0.0577469
59.2083	0.475355	0.4719	0.0578104
59.2083	0.475591	0.471939	0.057809
59.2083	0.475544	0.471996	0.0578156
59.2083	0.475579	0.471953	0.0578068
59.2083	0.475525	0.47198	0.0578151
59.2083	0.475512	0.471952	0.0578163
59.2083	0.475526	0.471962	0.0578125
59.2083	0.475538	0.471954	0.0578144
59.2083	0.475532	0.471946	0.0578126
59.2083	0.475544	0.471953	0.0578273
59.2083	0.475519	0.471954	0.0578248
59.2083	0.475524	0.471946	0.057812
59.2083	0.475525	0.471946	0.0578108
59.2083	0.475525	0.471947	0.0578107
5929.31	10	0.0001	10
317.715	0.00538396	0.448317	2.60923
314.692	0.000744324	0.00178427	0.848231
300.147	0.00164279	0.0048867	1.28837
272.492	0.176593	2.77715	0.0312134
213.19	3.83711	0.956547	0.0233036
168.728	0.772422	0.929051	0.00176417
83.6842	0.966943	0.53045	0.0637527
63.4948	0.473794	0.585816	0.0865662
61.3693	0.470173	0.431591	0.0621232
60.9029	0.520012	0.500939	0.0511068
59.3054	0.472545	0.476765	0.0558354
59.2822	0.487595	0.47754	0.0565186
59.2556	0.472041	0.472073	0.0557959
59.2508	0.480454	0.473691	0.0600069
59.2167	0.46931	0.471565	0.0576531
59.2154	0.476566	0.476393	0.0586217
59.2134	0.476928	0.475357	0.0580503
59.2109	0.478233	0.473493	0.0583855
59.2086	0.475961	0.471709	0.0578879
59.2086	0.475734	0.472372	0.0580163
