Time	IR_beta_pY1146	IRbetaPercent	InsulinPercent
2	0.458566	40	12
2	0.47003	41	12
2	0.481494	42	12
2	0.492958	43	12
2	0.504422	44	12
2	0.515887	45	12
2	0.527351	46	12
2	0.538815	47	12
2	0.550279	48	12
2	0.561743	49	12
2	0.573207	50	12
2	0.584671	51	12
2	0.596136	52	12
2	0.6076	53	12
2	0.619064	54	12
2	0.630528	55	12
2	0.641992	56	12
2	0.653456	57	12
2	0.664921	58	12
2	0.676385	59	12
2	0.687849	60	12
2	0.699313	61	12
2	0.710777	62	12
2	0.722241	63	12
2	0.733705	64	12
2	0.74517	65	12
2	0.756634	66	12
2	0.768098	67	12
2	0.779562	68	12
2	0.791026	69	12
2	0.80249	70	12
2	0.813954	71	12
2	0.825419	72	12
2	0.836883	73	12
2	0.848347	74	12
2	0.859811	75	12
2	0.871275	76	12
2	0.882739	77	12
2	0.894203	78	12
2	0.905668	79	12
2	0.917132	80	12
2	0.928596	81	12
2	0.94006	82	12
2	0.951524	83	12
2	0.962988	84	12
2	0.974452	85	12
2	0.985917	86	12
2	0.997381	87	12
2	1.00884	88	12
2	1.02031	89	12
2	1.03177	90	12
2	1.04324	91	12
2	1.0547	92	12
2	1.06617	93	12
2	1.07763	94	12
2	1.08909	95	12
2	1.10056	96	12
2	1.11202	97	12
2	1.12349	98	12
2	1.13495	99	12
2	1.14641	100	12
2	0	0	13
2	0.0123532	1	13
2	0.0247063	2	13
2	0.0370595	3	13
2	0.0494127	4	13
2	0.0617658	5	13
2	0.074119	6	13
2	0.0864722	7	13
2	0.0988253	8	13
2	0.111179	9	13
2	0.123532	10	13
2	0.135885	11	13
2	0.148238	12	13
2	0.160591	13	13
2	0.172944	14	13
2	0.185298	15	13
2	0.197651	16	13
2	0.210004	17	13
2	0.222357	18	13
2	0.23471	19	13
2	0.247063	20	13
2	0.259417	21	13
2	0.27177	22	13
2	0.284123	23	13
2	0.296476	24	13
2	0.308829	25	13
2	0.321182	26	13
2	0.333536	27	13
2	0.345889	28	13
2	0.358242	29	13
2	0.370595	30	13
2	0.382948	31	13
2	0.395301	32	13
2	0.407655	33	13
2	0.420008	34	13
2	0.432361	35	13
2	0.444714	36	13
2	0.457067	37	13
2	0.46942	38	13
2	0.481774	39	13
2	0.494127	40	13
2	0.50648	41	13
2	0.518833	42	13
2	0.531186	43	13
2	0.543539	44	13
2	0.555893	45	13
2	0.568246	46	13
2	0.580599	47	13
2	0.592952	48	13
2	0.605305	49	13
2	0.617658	50	13
2	0.630012	51	13
2	0.642365	52	13
2	0.654718	53	13
2	0.667071	54	13
2	0.679424	55	13
2	0.691777	56	13
2	0.704131	57	13
2	0.716484	58	13
2	0.728837	59	13
2	0.74119	60	13
2	0.753543	61	13
2	0.765896	62	13
2	0.77825	63	13
2	0.790603	64	13
2	0.802956	65	13
2	0.815309	66	13
2	0.827662	67	13
2	0.840015	68	13
2	0.852369	69	13
2	0.864722	70	13
2	0.877075	71	13
2	0.889428	72	13
2	0.901781	73	13
2	0.914134	74	13
2	0.926488	75	13
2	0.938841	76	13
2	0.951194	77	13
2	0.963547	78	13
2	0.9759	79	13
2	0.988253	80	13
2	1.00061	81	13
2	1.01296	82	13
2	1.02531	83	13
2	1.03767	84	13
2	1.05002	85	13
2	1.06237	86	13
2	1.07473	87	13
2	1.08708	88	13
2	1.09943	89	13
2	1.11179	90	13
2	1.12414	91	13
2	1.13649	92	13
2	1.14884	93	13
2	1.1612	94	13
2	1.17355	95	13
2	1.1859	96	13
2	1.19826	97	13
2	1.21061	98	13
2	1.22296	99	13
2	1.23532	100	13
2	0	0	14
2	0.0132325	1	14
2	0.0264649	2	14
2	0.0396974	3	14
2	0.0529299	4	14
2	0.0661623	5	14
2	0.0793948	6	14
2	0.0926273	7	14
2	0.10586	8	14
2	0.119092	9	14
2	0.132325	10	14
2	0.145557	11	14
2	0.15879	12	14
2	0.172022	13	14
2	0.185255	14	14
2	0.198487	15	14
2	0.211719	16	14
2	0.224952	17	14
2	0.238184	18	14
2	0.251417	19	14
2	0.264649	20	14
2	0.277882	21	14
2	0.291114	22	14
2	0.304347	23	14
2	0.317579	24	14
2	0.330812	25	14
2	0.344044	26	14
2	0.357277	27	14
2	0.370509	28	14
2	0.383741	29	14
2	0.396974	30	14
2	0.410206	31	14
2	0.423439	32	14
2	0.436671	33	14
2	0.449904	34	14
2	0.463136	35	14
2	0.476369	36	14
2	0.489601	37	14
2	0.502834	38	14
2	0.516066	39	14
2	0.529299	40	14
2	0.542531	41	14
2	0.555764	42	14
2	0.568996	43	14
2	0.582228	44	14
2	0.595461	45	14
2	0.608693	46	14
2	0.621926	47	14
2	0.635158	48	14
2	0.648391	49	14
2	0.661623	50	14
2	0.674856	51	14
2	0.688088	52	14
2	0.701321	53	14
2	0.714553	54	14
2	0.727786	55	14
2	0.741018	56	14
2	0.754251	57	14
2	0.767483	58	14
2	0.780715	59	14
2	0.793948	60	14
2	0.80718	61	14
2	0.820413	62	14
2	0.833645	63	14
2	0.846878	64	14
2	0.86011	65	14
2	0.873343	66	14
2	0.886575	67	14
2	0.899808	68	14
2	0.91304	69	14
2	0.926273	70	14
2	0.939505	71	14
2	0.952737	72	14
2	0.96597	73	14
2	0.979202	74	14
2	0.992435	75	14
2	1.00567	76	14
2	1.0189	77	14
2	1.03213	78	14
2	1.04536	79	14
2	1.0586	80	14
2	1.07183	81	14
2	1.08506	82	14
2	1.09829	83	14
2	1.11153	84	14
2	1.12476	85	14
2	1.13799	86	14
2	1.15122	87	14
2	1.16446	88	14
2	1.17769	89	14
2	1.19092	90	14
2	1.20415	91	14
2	1.21739	92	14
2	1.23062	93	14
2	1.24385	94	14
2	1.25708	95	14
2	1.27032	96	14
2	1.28355	97	14
2	1.29678	98	14
2	1.31001	99	14
2	1.32325	100	14
2	0	0	15
2	0.0141021	1	15
2	0.0282043	2	15
2	0.0423064	3	15
2	0.0564085	4	15
2	0.0705107	5	15
2	0.0846128	6	15
2	0.098715	7	15
2	0.112817	8	15
2	0.126919	9	15
2	0.141021	10	15
2	0.155124	11	15
2	0.169226	12	15
2	0.183328	13	15
2	0.19743	14	15
2	0.211532	15	15
2	0.225634	16	15
2	0.239736	17	15
2	0.253838	18	15
2	0.267941	19	15
2	0.282043	20	15
2	0.296145	21	15
2	0.310247	22	15
2	0.324349	23	15
2	0.338451	24	15
2	0.352553	25	15
2	0.366656	26	15
2	0.380758	27	15
2	0.39486	28	15
2	0.408962	29	15
2	0.423064	30	15
2	0.437166	31	15
2	0.451268	32	15
2	0.465371	33	15
2	0.479473	34	15
2	0.493575	35	15
2	0.507677	36	15
2	0.521779	37	15
2	0.535881	38	15
2	0.549983	39	15
2	0.564085	40	15
2	0.578188	41	15
2	0.59229	42	15
2	0.606392	43	15
2	0.620494	44	15
2	0.634596	45	15
2	0.648698	46	15
2	0.6628	47	15
2	0.676903	48	15
2	0.691005	49	15
2	0.705107	50	15
2	0.719209	51	15
2	0.733311	52	15
2	0.747413	53	15
2	0.761515	54	15
2	0.775618	55	15
2	0.78972	56	15
2	0.803822	57	15
2	0.817924	58	15
2	0.832026	59	15
2	0.846128	60	15
2	0.86023	61	15
2	0.874332	62	15
2	0.888435	63	15
2	0.902537	64	15
2	0.916639	65	15
2	0.930741	66	15
2	0.944843	67	15
2	0.958945	68	15
2	0.973047	69	15
2	0.98715	70	15
2	1.00125	71	15
2	1.01535	72	15
2	1.02946	73	15
2	1.04356	74	15
2	1.05766	75	15
2	1.07176	76	15
2	1.08586	77	15
2	1.09997	78	15
2	1.11407	79	15
2	1.12817	80	15
2	1.14227	81	15
2	1.15638	82	15
2	1.17048	83	15
2	1.18458	84	15
2	1.19868	85	15
2	1.21278	86	15
2	1.22689	87	15
2	1.24099	88	15
2	1.25509	89	15
2	1.26919	90	15
2	1.28329	91	15
2	1.2974	92	15
2	1.3115	93	15
2	1.3256	94	15
2	1.3397	95	15
2	1.35381	96	15
2	1.36791	97	15
2	1.38201	98	15
2	1.39611	99	15
2	1.41021	100	15
2	0	0	16
2	0.0149623	1	16
2	0.0299246	2	16
2	0.0448868	3	16
2	0.0598491	4	16
2	0.0748114	5	16
2	0.0897737	6	16
2	0.104736	7	16
2	0.119698	8	16
2	0.134661	9	16
2	0.149623	10	16
2	0.164585	11	16
2	0.179547	12	16
2	0.19451	13	16
2	0.209472	14	16
2	0.224434	15	16
2	0.239397	16	16
2	0.254359	17	16
2	0.269321	18	16
2	0.284283	19	16
2	0.299246	20	16
2	0.314208	21	16
2	0.32917	22	16
2	0.344132	23	16
2	0.359095	24	16
2	0.374057	25	16
2	0.389019	26	16
2	0.403982	27	16
2	0.418944	28	16
2	0.433906	29	16
2	0.448868	30	16
2	0.463831	31	16
2	0.478793	32	16
2	0.493755	33	16
2	0.508718	34	16
2	0.52368	35	16
2	0.538642	36	16
2	0.553604	37	16
2	0.568567	38	16
2	0.583529	39	16
2	0.598491	40	16
2	0.613454	41	16
2	0.628416	42	16
2	0.643378	43	16
2	0.65834	44	16
2	0.673303	45	16
2	0.688265	46	16
2	0.703227	47	16
2	0.71819	48	16
2	0.733152	49	16
2	0.748114	50	16
2	0.763076	51	16
2	0.778039	52	16
2	0.793001	53	16
2	0.807963	54	16
2	0.822925	55	16
2	0.837888	56	16
2	0.85285	57	16
2	0.867812	58	16
2	0.882775	59	16
2	0.897737	60	16
2	0.912699	61	16
2	0.927661	62	16
2	0.942624	63	16
2	0.957586	64	16
2	0.972548	65	16
2	0.987511	66	16
2	1.00247	67	16
2	1.01744	68	16
2	1.0324	69	16
2	1.04736	70	16
2	1.06232	71	16
2	1.07728	72	16
2	1.09225	73	16
2	1.10721	74	16
2	1.12217	75	16
2	1.13713	76	16
2	1.1521	77	16
2	1.16706	78	16
2	1.18202	79	16
2	1.19698	80	16
2	1.21194	81	16
2	1.22691	82	16
2	1.24187	83	16
2	1.25683	84	16
2	1.27179	85	16
2	1.28676	86	16
2	1.30172	87	16
2	1.31668	88	16
2	1.33164	89	16
2	1.34661	90	16
2	1.36157	91	16
2	1.37653	92	16
2	1.39149	93	16
2	1.40645	94	16
2	1.42142	95	16
2	1.43638	96	16
2	1.45134	97	16
2	1.4663	98	16
2	1.48127	99	16
2	1.49623	100	16
2	0	0	17
2	0.015813	1	17
2	0.031626	2	17
2	0.047439	3	17
2	0.063252	4	17
2	0.079065	5	17
2	0.094878	6	17
2	0.110691	7	17
2	0.126504	8	17
2	0.142317	9	17
2	0.15813	10	17
2	0.173943	11	17
2	0.189756	12	17
2	0.205569	13	17
2	0.221382	14	17
2	0.237195	15	17
2	0.253008	16	17
2	0.268821	17	17
2	0.284634	18	17
2	0.300447	19	17
2	0.31626	20	17
2	0.332073	21	17
2	0.347886	22	17
2	0.363699	23	17
2	0.379512	24	17
2	0.395325	25	17
2	0.411138	26	17
2	0.426951	27	17
2	0.442764	28	17
2	0.458577	29	17
2	0.47439	30	17
2	0.490203	31	17
2	0.506016	32	17
2	0.521829	33	17
2	0.537642	34	17
2	0.553455	35	17
2	0.569268	36	17
2	0.585081	37	17
2	0.600894	38	17
2	0.616707	39	17
2	0.63252	40	17
2	0.648333	41	17
2	0.664146	42	17
2	0.679959	43	17
2	0.695772	44	17
2	0.711585	45	17
2	0.727398	46	17
2	0.743211	47	17
2	0.759024	48	17
2	0.774837	49	17
2	0.79065	50	17
2	0.806463	51	17
2	0.822276	52	17
2	0.838089	53	17
2	0.853902	54	17
2	0.869715	55	17
2	0.885528	56	17
2	0.901341	57	17
2	0.917154	58	17
2	0.932967	59	17
2	0.94878	60	17
2	0.964593	61	17
2	0.980406	62	17
2	0.996219	63	17
2	1.01203	64	17
2	1.02784	65	17
2	1.04366	66	17
2	1.05947	67	17
2	1.07528	68	17
2	1.0911	69	17
2	1.10691	70	17
2	1.12272	71	17
2	1.13854	72	17
2	1.15435	73	17
2	1.17016	74	17
2	1.18597	75	17
2	1.20179	76	17
2	1.2176	77	17
2	1.23341	78	17
2	1.24923	79	17
2	1.26504	80	17
2	1.28085	81	17
2	1.29667	82	17
2	1.31248	83	17
2	1.32829	84	17
2	1.3441	85	17
2	1.35992	86	17
2	1.37573	87	17
2	1.39154	88	17
2	1.40736	89	17
2	1.42317	90	17
2	1.43898	91	17
2	1.4548	92	17
2	1.47061	93	17
2	1.48642	94	17
2	1.50223	95	17
2	1.51805	96	17
2	1.53386	97	17
2	1.54967	98	17
2	1.56549	99	17
2	1.5813	100	17
2	0	0	18
2	0.0166544	1	18
2	0.0333088	2	18
2	0.0499631	3	18
2	0.0666175	4	18
2	0.0832719	5	18
2	0.0999263	6	18
2	0.116581	7	18
2	0.133235	8	18
2	0.149889	9	18
2	0.166544	10	18
2	0.183198	11	18
2	0.199853	12	18
2	0.216507	13	18
2	0.233161	14	18
2	0.249816	15	18
2	0.26647	16	18
2	0.283124	17	18
2	0.299779	18	18
2	0.316433	19	18
2	0.333088	20	18
2	0.349742	21	18
2	0.366396	22	18
2	0.383051	23	18
2	0.399705	24	18
2	0.416359	25	18
2	0.433014	26	18
2	0.449668	27	18
2	0.466323	28	18
2	0.482977	29	18
2	0.499631	30	18
2	0.516286	31	18
2	0.53294	32	18
2	0.549594	33	18
2	0.566249	34	18
2	0.582903	35	18
2	0.599558	36	18
2	0.616212	37	18
2	0.632866	38	18
2	0.649521	39	18
2	0.666175	40	18
2	0.682829	41	18
2	0.699484	42	18
2	0.716138	43	18
2	0.732793	44	18
2	0.749447	45	18
2	0.766101	46	18
2	0.782756	47	18
2	0.79941	48	18
2	0.816064	49	18
2	0.832719	50	18
2	0.849373	51	18
2	0.866028	52	18
2	0.882682	53	18
2	0.899336	54	18
2	0.915991	55	18
2	0.932645	56	18
2	0.949299	57	18
2	0.965954	58	18
2	0.982608	59	18
2	0.999263	60	18
2	1.01592	61	18
2	1.03257	62	18
2	1.04923	63	18
2	1.06588	64	18
2	1.08253	65	18
2	1.09919	66	18
2	1.11584	67	18
2	1.1325	68	18
2	1.14915	69	18
2	1.16581	70	18
2	1.18246	71	18
2	1.19912	72	18
2	1.21577	73	18
2	1.23242	74	18
2	1.24908	75	18
2	1.26573	76	18
2	1.28239	77	18
2	1.29904	78	18
2	1.3157	79	18
2	1.33235	80	18
2	1.349	81	18
2	1.36566	82	18
2	1.38231	83	18
2	1.39897	84	18
2	1.41562	85	18
2	1.43228	86	18
2	1.44893	87	18
2	1.46559	88	18
2	1.48224	89	18
2	1.49889	90	18
2	1.51555	91	18
2	1.5322	92	18
2	1.54886	93	18
2	1.56551	94	18
2	1.58217	95	18
2	1.59882	96	18
2	1.61547	97	18
2	1.63213	98	18
2	1.64878	99	18
2	1.66544	100	18
2	0	0	19
2	0.0174865	1	19
2	0.034973	2	19
2	0.0524596	3	19
2	0.0699461	4	19
2	0.0874326	5	19
2	0.104919	6	19
2	0.122406	7	19
2	0.139892	8	19
2	0.157379	9	19
2	0.174865	10	19
2	0.192352	11	19
2	0.209838	12	19
2	0.227325	13	19
2	0.244811	14	19
2	0.262298	15	19
2	0.279784	16	19
2	0.297271	17	19
2	0.314757	18	19
2	0.332244	19	19
2	0.34973	20	19
2	0.367217	21	19
2	0.384703	22	19
2	0.40219	23	19
2	0.419676	24	19
2	0.437163	25	19
2	0.454649	26	19
2	0.472136	27	19
2	0.489623	28	19
2	0.507109	29	19
2	0.524596	30	19
2	0.542082	31	19
2	0.559569	32	19
2	0.577055	33	19
2	0.594542	34	19
2	0.612028	35	19
2	0.629515	36	19
2	0.647001	37	19
2	0.664488	38	19
2	0.681974	39	19
2	0.699461	40	19
2	0.716947	41	19
2	0.734434	42	19
2	0.75192	43	19
2	0.769407	44	19
2	0.786893	45	19
2	0.80438	46	19
2	0.821866	47	19
2	0.839353	48	19
2	0.856839	49	19
2	0.874326	50	19
2	0.891812	51	19
2	0.909299	52	19
2	0.926785	53	19
2	0.944272	54	19
2	0.961759	55	19
2	0.979245	56	19
2	0.996732	57	19
2	1.01422	58	19
2	1.0317	59	19
2	1.04919	60	19
2	1.06668	61	19
2	1.08416	62	19
2	1.10165	63	19
2	1.11914	64	19
2	1.13662	65	19
2	1.15411	66	19
2	1.1716	67	19
2	1.18908	68	19
2	1.20657	69	19
2	1.22406	70	19
2	1.24154	71	19
2	1.25903	72	19
2	1.27652	73	19
2	1.294	74	19
2	1.31149	75	19
2	1.32898	76	19
2	1.34646	77	19
2	1.36395	78	19
2	1.38143	79	19
2	1.39892	80	19
2	1.41641	81	19
2	1.43389	82	19
2	1.45138	83	19
2	1.46887	84	19
2	1.48635	85	19
2	1.50384	86	19
2	1.52133	87	19
2	1.53881	88	19
2	1.5563	89	19
2	1.57379	90	19
2	1.59127	91	19
2	1.60876	92	19
2	1.62625	93	19
2	1.64373	94	19
2	1.66122	95	19
2	1.67871	96	19
2	1.69619	97	19
2	1.71368	98	19
2	1.73117	99	19
2	1.74865	100	19
2	0	0	20
2	0.0183095	1	20
2	0.036619	2	20
2	0.0549285	3	20
2	0.0732381	4	20
2	0.0915476	5	20
2	0.109857	6	20
2	0.128167	7	20
2	0.146476	8	20
2	0.164786	9	20
2	0.183095	10	20
2	0.201405	11	20
2	0.219714	12	20
2	0.238024	13	20
2	0.256333	14	20
2	0.274643	15	20
2	0.292952	16	20
2	0.311262	17	20
2	0.329571	18	20
2	0.347881	19	20
2	0.36619	20	20
2	0.3845	21	20
2	0.402809	22	20
2	0.421119	23	20
2	0.439428	24	20
2	0.457738	25	20
2	0.476047	26	20
2	0.494357	27	20
2	0.512666	28	20
2	0.530976	29	20
2	0.549285	30	20
2	0.567595	31	20
2	0.585904	32	20
2	0.604214	33	20
2	0.622524	34	20
2	0.640833	35	20
2	0.659143	36	20
2	0.677452	37	20
2	0.695762	38	20
2	0.714071	39	20
2	0.732381	40	20
2	0.75069	41	20
2	0.769	42	20
2	0.787309	43	20
2	0.805619	44	20
2	0.823928	45	20
2	0.842238	46	20
2	0.860547	47	20
2	0.878857	48	20
2	0.897166	49	20
2	0.915476	50	20
2	0.933785	51	20
2	0.952095	52	20
2	0.970404	53	20
2	0.988714	54	20
2	1.00702	55	20
2	1.02533	56	20
2	1.04364	57	20
2	1.06195	58	20
2	1.08026	59	20
2	1.09857	60	20
2	1.11688	61	20
2	1.13519	62	20
2	1.1535	63	20
2	1.17181	64	20
2	1.19012	65	20
2	1.20843	66	20
2	1.22674	67	20
2	1.24505	68	20
2	1.26336	69	20
2	1.28167	70	20
2	1.29998	71	20
2	1.31829	72	20
2	1.33659	73	20
2	1.3549	74	20
2	1.37321	75	20
2	1.39152	76	20
2	1.40983	77	20
2	1.42814	78	20
2	1.44645	79	20
2	1.46476	80	20
2	1.48307	81	20
2	1.50138	82	20
2	1.51969	83	20
2	1.538	84	20
2	1.55631	85	20
2	1.57462	86	20
2	1.59293	87	20
2	1.61124	88	20
2	1.62955	89	20
2	1.64786	90	20
2	1.66617	91	20
2	1.68448	92	20
2	1.70278	93	20
2	1.72109	94	20
2	1.7394	95	20
2	1.75771	96	20
2	1.77602	97	20
2	1.79433	98	20
2	1.81264	99	20
2	1.83095	100	20
2	0	0	21
2	0.0191235	1	21
2	0.0382469	2	21
2	0.0573704	3	21
2	0.0764938	4	21
2	0.0956173	5	21
2	0.114741	6	21
2	0.133864	7	21
2	0.152988	8	21
2	0.172111	9	21
2	0.191235	10	21
2	0.210358	11	21
2	0.229482	12	21
2	0.248605	13	21
2	0.267728	14	21
2	0.286852	15	21
2	0.305975	16	21
2	0.325099	17	21
2	0.344222	18	21
2	0.363346	19	21
2	0.382469	20	21
2	0.401593	21	21
2	0.420716	22	21
2	0.43984	23	21
2	0.458963	24	21
2	0.478087	25	21
2	0.49721	26	21
2	0.516333	27	21
2	0.535457	28	21
2	0.55458	29	21
2	0.573704	30	21
2	0.592827	31	21
2	0.611951	32	21
2	0.631074	33	21
2	0.650198	34	21
2	0.669321	35	21
2	0.688445	36	21
2	0.707568	37	21
2	0.726691	38	21
2	0.745815	39	21
2	0.764938	40	21
2	0.784062	41	21
2	0.803185	42	21
2	0.822309	43	21
2	0.841432	44	21
2	0.860556	45	21
2	0.879679	46	21
2	0.898803	47	21
2	0.917926	48	21
2	0.93705	49	21
2	0.956173	50	21
2	0.975296	51	21
2	0.99442	52	21
2	1.01354	53	21
2	1.03267	54	21
2	1.05179	55	21
2	1.07091	56	21
2	1.09004	57	21
2	1.10916	58	21
2	1.12828	59	21
2	1.14741	60	21
2	1.16653	61	21
2	1.18565	62	21
2	1.20478	63	21
2	1.2239	64	21
2	1.24302	65	21
2	1.26215	66	21
2	1.28127	67	21
2	1.3004	68	21
2	1.31952	69	21
2	1.33864	70	21
2	1.35777	71	21
2	1.37689	72	21
2	1.39601	73	21
2	1.41514	74	21
2	1.43426	75	21
2	1.45338	76	21
2	1.47251	77	21
2	1.49163	78	21
2	1.51075	79	21
2	1.52988	80	21
2	1.549	81	21
2	1.56812	82	21
2	1.58725	83	21
2	1.60637	84	21
2	1.62549	85	21
2	1.64462	86	21
2	1.66374	87	21
2	1.68286	88	21
2	1.70199	89	21
2	1.72111	90	21
2	1.74023	91	21
2	1.75936	92	21
2	1.77848	93	21
2	1.79761	94	21
2	1.81673	95	21
2	1.83585	96	21
2	1.85498	97	21
2	1.8741	98	21
2	1.89322	99	21
2	1.91235	100	21
2	0	0	22
2	0.0199284	1	22
2	0.0398569	2	22
2	0.0597853	3	22
2	0.0797138	4	22
2	0.0996422	5	22
2	0.119571	6	22
2	0.139499	7	22
2	0.159428	8	22
2	0.179356	9	22
2	0.199284	10	22
2	0.219213	11	22
2	0.239141	12	22
2	0.25907	13	22
2	0.278998	14	22
2	0.298927	15	22
2	0.318855	16	22
2	0.338784	17	22
2	0.358712	18	22
2	0.37864	19	22
2	0.398569	20	22
2	0.418497	21	22
2	0.438426	22	22
2	0.458354	23	22
2	0.478283	24	22
2	0.498211	25	22
2	0.51814	26	22
2	0.538068	27	22
2	0.557996	28	22
2	0.577925	29	22
2	0.597853	30	22
2	0.617782	31	22
2	0.63771	32	22
2	0.657639	33	22
2	0.677567	34	22
2	0.697496	35	22
2	0.717424	36	22
2	0.737353	37	22
2	0.757281	38	22
2	0.777209	39	22
2	0.797138	40	22
2	0.817066	41	22
2	0.836995	42	22
2	0.856923	43	22
2	0.876852	44	22
2	0.89678	45	22
2	0.916709	46	22
2	0.936637	47	22
2	0.956565	48	22
2	0.976494	49	22
2	0.996422	50	22
2	1.01635	51	22
2	1.03628	52	22
2	1.05621	53	22
2	1.07614	54	22
2	1.09606	55	22
2	1.11599	56	22
2	1.13592	57	22
2	1.15585	58	22
2	1.17578	59	22
2	1.19571	60	22
2	1.21564	61	22
2	1.23556	62	22
2	1.25549	63	22
2	1.27542	64	22
2	1.29535	65	22
2	1.31528	66	22
2	1.33521	67	22
2	1.35513	68	22
2	1.37506	69	22
2	1.39499	70	22
2	1.41492	71	22
2	1.43485	72	22
2	1.45478	73	22
2	1.47471	74	22
2	1.49463	75	22
2	1.51456	76	22
2	1.53449	77	22
2	1.55442	78	22
2	1.57435	79	22
2	1.59428	80	22
2	1.6142	81	22
2	1.63413	82	22
2	1.65406	83	22
2	1.67399	84	22
2	1.69392	85	22
2	1.71385	86	22
2	1.73377	87	22
2	1.7537	88	22
2	1.77363	89	22
2	1.79356	90	22
2	1.81349	91	22
2	1.83342	92	22
2	1.85335	93	22
2	1.87327	94	22
2	1.8932	95	22
2	1.91313	96	22
2	1.93306	97	22
2	1.95299	98	22
2	1.97292	99	22
2	1.99284	100	22
2	0	0	23
2	0.0207246	1	23
2	0.0414491	2	23
2	0.0621737	3	23
2	0.0828983	4	23
2	0.103623	5	23
2	0.124347	6	23
2	0.145072	7	23
2	0.165797	8	23
2	0.186521	9	23
2	0.207246	10	23
2	0.22797	11	23
2	0.248695	12	23
2	0.269419	13	23
2	0.290144	14	23
2	0.310868	15	23
2	0.331593	16	23
2	0.352318	17	23
2	0.373042	18	23
2	0.393767	19	23
2	0.414491	20	23
2	0.435216	21	23
2	0.45594	22	23
2	0.476665	23	23
2	0.49739	24	23
2	0.518114	25	23
2	0.538839	26	23
2	0.559563	27	23
2	0.580288	28	23
2	0.601012	29	23
2	0.621737	30	23
2	0.642461	31	23
2	0.663186	32	23
2	0.683911	33	23
2	0.704635	34	23
2	0.72536	35	23
2	0.746084	36	23
2	0.766809	37	23
2	0.787533	38	23
2	0.808258	39	23
2	0.828983	40	23
2	0.849707	41	23
2	0.870432	42	23
2	0.891156	43	23
2	0.911881	44	23
2	0.932605	45	23
2	0.95333	46	23
2	0.974055	47	23
2	0.994779	48	23
2	1.0155	49	23
2	1.03623	50	23
2	1.05695	51	23
2	1.07768	52	23
2	1.0984	53	23
2	1.11913	54	23
2	1.13985	55	23
2	1.16058	56	23
2	1.1813	57	23
2	1.20202	58	23
2	1.22275	59	23
2	1.24347	60	23
2	1.2642	61	23
2	1.28492	62	23
2	1.30565	63	23
2	1.32637	64	23
2	1.3471	65	23
2	1.36782	66	23
2	1.38855	67	23
2	1.40927	68	23
2	1.42999	69	23
2	1.45072	70	23
2	1.47144	71	23
2	1.49217	72	23
2	1.51289	73	23
2	1.53362	74	23
2	1.55434	75	23
2	1.57507	76	23
2	1.59579	77	23
2	1.61652	78	23
2	1.63724	79	23
2	1.65797	80	23
2	1.67869	81	23
2	1.69941	82	23
2	1.72014	83	23
2	1.74086	84	23
2	1.76159	85	23
2	1.78231	86	23
2	1.80304	87	23
2	1.82376	88	23
2	1.84449	89	23
2	1.86521	90	23
2	1.88594	91	23
2	1.90666	92	23
2	1.92738	93	23
2	1.94811	94	23
2	1.96883	95	23
2	1.98956	96	23
2	2.01028	97	23
2	2.03101	98	23
2	2.05173	99	23
2	2.07246	100	23
2	0	0	24
2	0.0215119	1	24
2	0.0430238	2	24
2	0.0645357	3	24
2	0.0860476	4	24
2	0.10756	5	24
2	0.129071	6	24
2	0.150583	7	24
2	0.172095	8	24
2	0.193607	9	24
2	0.215119	10	24
2	0.236631	11	24
2	0.258143	12	24
2	0.279655	13	24
2	0.301167	14	24
2	0.322679	15	24
2	0.34419	16	24
2	0.365702	17	24
2	0.387214	18	24
2	0.408726	19	24
2	0.430238	20	24
2	0.45175	21	24
2	0.473262	22	24
2	0.494774	23	24
2	0.516286	24	24
2	0.537798	25	24
2	0.55931	26	24
2	0.580821	27	24
2	0.602333	28	24
2	0.623845	29	24
2	0.645357	30	24
2	0.666869	31	24
2	0.688381	32	24
2	0.709893	33	24
2	0.731405	34	24
2	0.752917	35	24
2	0.774429	36	24
2	0.79594	37	24
2	0.817452	38	24
2	0.838964	39	24
2	0.860476	40	24
2	0.881988	41	24
2	0.9035	42	24
2	0.925012	43	24
2	0.946524	44	24
2	0.968036	45	24
2	0.989548	46	24
2	1.01106	47	24
2	1.03257	48	24
2	1.05408	49	24
2	1.0756	50	24
2	1.09711	51	24
2	1.11862	52	24
2	1.14013	53	24
2	1.16164	54	24
2	1.18315	55	24
2	1.20467	56	24
2	1.22618	57	24
2	1.24769	58	24
2	1.2692	59	24
2	1.29071	60	24
2	1.31223	61	24
2	1.33374	62	24
2	1.35525	63	24
2	1.37676	64	24
2	1.39827	65	24
2	1.41979	66	24
2	1.4413	67	24
2	1.46281	68	24
2	1.48432	69	24
2	1.50583	70	24
2	1.52735	71	24
2	1.54886	72	24
2	1.57037	73	24
2	1.59188	74	24
2	1.61339	75	24
2	1.6349	76	24
2	1.65642	77	24
2	1.67793	78	24
2	1.69944	79	24
2	1.72095	80	24
2	1.74246	81	24
2	1.76398	82	24
2	1.78549	83	24
2	1.807	84	24
2	1.82851	85	24
2	1.85002	86	24
2	1.87154	87	24
2	1.89305	88	24
2	1.91456	89	24
2	1.93607	90	24
2	1.95758	91	24
2	1.9791	92	24
2	2.00061	93	24
2	2.02212	94	24
2	2.04363	95	24
